gene ID	gene start	gene end	gene strand	smCOG	locus_tag	annotation
XP_015876536	4433806	4437532	+		LOC107413172	pyruvate kinase isozyme A, chloroplastic
XP_015876473	4451661	4453177	+		LOC107413121	uncharacterized protein LOC107413121
XP_015876475	4462117	4464282	-		LOC107413123	GDP-mannose 3,5-epimerase 1
XP_015876494	4466051	4469295	+		LOC107413135	uncharacterized protein LOC107413135
XP_015876541	4471177	4474178	+		LOC107413176	armadillo repeat-containing protein LFR
XP_015876514	4475289	4477448	-		LOC107413152	3-ketoacyl-CoA synthase 11-like
XP_015876511	4483159	4487243	-		LOC107413150	U-box domain-containing protein 43-like
XP_015876512	4483159	4487243	-		LOC10741_961	LOC10741_961
XP_015876513	4483159	4487243	-		LOC10741_962	LOC10741_962
XP_015876500	4492088	4493745	-		LOC107413139	uncharacterized protein LOC107413139
XP_015876540	4504606	4505908	+		LOC107413175	CBL-interacting serine/threonine-protein kinase 4
XP_015876453	4508185	4510783	-		LOC107413098	pentatricopeptide repeat-containing protein At3g23020
XP_015876463	4513854	4519712	-		LOC107413108	acylamino-acid-releasing enzyme-like
XP_015876464	4520634	4525466	-		LOC107413109	LOW QUALITY PROTEIN: acylamino-acid-releasing enzyme-like
XP_015876503	4529315	4530393	+		LOC107413143	photosynthetic NDH subunit of subcomplex B 5, chloroplastic
XP_015876547	<5081875	5084862	+		LOC107413181	cytochrome P450 714B2-like
XP_015876548	5088380	5089374	+		LOC107413182	uncharacterized protein LOC107413182
XP_015876567	5091618	5093900	-		LOC107413195	uncharacterized protein LOC107413195
XP_015876562	5102270	5112746	+		LOC107413191	transcriptional activator DEMETER-like
XP_015876549	5122928	5128476	+		LOC107413183	cytochrome P450 77A3-like
XP_015876555	5130767	5134925	-		LOC107413189	RING-H2 finger protein ATL38-like
XP_015876556	5130767	5134925	-		LOC10741_978	LOC10741_978
XP_015876559	5130767	5134925	-		LOC10741_979	LOC10741_979
XP_015876560	5130767	5134925	-		LOC10741_980	LOC10741_980
XP_015876551	5137138	5137651	-		LOC107413184	uncharacterized protein LOC107413184
XP_015876563	5153228	5158262	+		LOC107413193	uncharacterized protein LOC107413193 isoform X1
XP_015876564	5154559	5158262	+		LOC10741_981	LOC10741_981
XP_015876561	5159017	5162148	-		LOC107413190	glucomannan 4-beta-mannosyltransferase 9-like
XP_015876565	5166834	5169933	+		LOC107413194	neutral/alkaline invertase 3, chloroplastic-like
XP_015876825	7929575	7930448	+		LOC107413400	zinc finger protein JAGGED-like
XP_015876846	7934810	7935323	+		LOC107413414	tropinone reductase homolog At1g07440-like
XP_015876880	7937728	7942247	-		LOC107413445	dolichyl-phosphate beta-glucosyltransferase-like isoform X1
XP_015876881	7937728	7942247	-		LOC10741_1062	LOC10741_1062
XP_015876859	7953698	7955114	+		LOC107413425	zeatin O-xylosyltransferase-like
XP_015876874	7961323	7962799	+		LOC107413438	zeatin O-xylosyltransferase-like
XP_015876879	7967382	7968798	+		LOC107413443	zeatin O-xylosyltransferase-like
XP_015876877	7974274	7975687	+		LOC107413441	zeatin O-glucosyltransferase-like
XP_015876860	7982964	7984107	+		LOC107413426	zeatin O-glucosyltransferase-like
XP_015876875	7998935	8000345	+		LOC107413439	zeatin O-glucosyltransferase-like
XP_015876878	8001242	8002652	+		LOC107413442	zeatin O-glucosyltransferase-like
XP_015876894	8025559	8027035	+		LOC107413454	zeatin O-xylosyltransferase-like
XP_015876895	8030115	8031573	+		LOC107413455	zeatin O-xylosyltransferase-like
XP_015876896	8032969	8035918	-		LOC10741_1063	LOC10741_1063
XP_015876897	8032969	8037701	-		LOC107413456	glucan endo-1,3-beta-glucosidase isoform X2
XP_015877017	9320913	9322617	+		LOC107413551	zeatin O-xylosyltransferase-like
XP_015877021	9341531	9342941	+		LOC107413554	zeatin O-glucosyltransferase-like
XP_015877020	9376658	9378134	+		LOC107413553	zeatin O-xylosyltransferase-like
XP_015877018	9381271	9382735	+		LOC107413552	zeatin O-xylosyltransferase-like
XP_015877022	<9382878	9386760	+		LOC107413556	caffeoylshikimate esterase-like
XP_015877030	9388387	9392596	-		LOC107413564	splicing factor 3B subunit 3-like
XP_015877029	9393837	9394620	+		LOC107413563	dirigent protein 16-like
XP_015877023	9396178	9396954	+		LOC107413557	dirigent protein 9-like
XP_015877028	9397819	9398672	-		LOC107413562	uncharacterized protein LOC107413562
XP_015877024	9399585	9401415	-		LOC107413558	uncharacterized protein LOC107413558
XP_015877061	9617895	9619814	-		LOC107413585	chalcone--flavonone isomerase
XP_015877049	9633743	9636011	-		LOC107413577	chalcone--flavonone isomerase-like
XP_015877040	9643112	9656054	+		LOC107413570	CDK5 regulatory subunit-associated protein 2
XP_015877042	9658780	9659929	+		LOC107413571	probable membrane-associated kinase regulator 4
XP_015877056	9664027	9665070	-		LOC107413582	uncharacterized protein LOC107413582 isoform X2
XP_015877055	9664071	9665070	-		LOC10741_1110	LOC10741_1110
XP_015877043	9665203	9666265	-		LOC107413572	uncharacterized protein LOC107413572
XP_015877044	9667622	9671103	-		LOC107413573	ankyrin repeat-containing protein At3g12360-like
XP_015877045	9692222	9692966	-		LOC107413574	3-ketoacyl-CoA synthase 19-like
XP_015877063	9724757	9726260	-		LOC107413587	3-ketoacyl-CoA synthase 19-like
XP_015877046	9749876	9750494	+		LOC107413575	uncharacterized protein LOC107413575
XP_015877051	9813491	9815011	-		LOC107413579	3-ketoacyl-CoA synthase 19-like
XP_015877062	9832373	9833774	-		LOC107413586	3-ketoacyl-CoA synthase 19-like
XP_015877047	9847147	9851444	-		LOC107413576	3-ketoacyl-CoA synthase 19-like
XP_015877034	9871855	9875111	+		LOC107413567	probable pectate lyase 4
XP_015878581	25548654	25552013	+		LOC107414887	uncharacterized protein LOC107414887
XP_015878579	25552684	25554493	-		LOC107414884	cinnamoyl-CoA reductase 2-like isoform X1
XP_015878580	25552769	25554493	-		LOC10741_1397	LOC10741_1397
XP_015878521	25557898	25562109	-		LOC107414837	uncharacterized protein LOC107414837
XP_015878564	25563540	25566196	+		LOC107414874	protein FAR1-RELATED SEQUENCE 4 isoform X1
XP_015878565	25563540	25566196	+		LOC10741_1398	LOC10741_1398
XP_015878566	25566766	25567849	+		LOC107414875	inositol-tetrakisphosphate 1-kinase 1-like
XP_015878538	25570042	25571376	-		LOC107414848	protein ODORANT1-like
XP_015878539	25570042	25571376	-		LOC10741_1399	LOC10741_1399
XP_015878533	25576468	25577111	+		LOC107414845	S-norcoclaurine synthase 1-like
XP_015878530	25579703	25580664	-		LOC107414842	THO complex subunit 7A
XP_015878557	25582345	25583311	-		LOC107414869	protein EXORDIUM-like 6
XP_015878558	25584170	25585350	-		LOC107414870	histone acetyltransferase MCC1
XP_015878559	25584170	25585350	-		LOC10741_1400	LOC10741_1400
XP_015878561	25588231	25591839	-		LOC107414871	syntaxin-22
