gene ID	gene start	gene end	gene strand	smCOG	locus_tag	annotation
XP_015892632	9510376	9515115	+		LOC107426854	SWI/SNF complex subunit SWI3D
XP_015892720	9518188	9521940	-		LOC107426925	ras-related protein Rab7
XP_015892633	9527993	9528536	-		LOC107426855	glycine-rich protein DOT1-like
XP_015892634	9531271	9534935	+		LOC107426856	putative proline-rich receptor-like protein kinase PERK6
XP_015892711	9538559	9545537	+		LOC107426916	coatomer subunit gamma-2
XP_015892715	9546830	9552009	-		LOC107426919	guanine nucleotide-binding protein subunit beta-2
XP_015892709	9555105	9560062	-		LOC107426914	glucan endo-1,3-beta-glucosidase 7 isoform X2
XP_015892708	9555105	9560062	-		LOC10742_2183	LOC10742_2183
XP_015892626	9079285	9081710	+		LOC107426845	uncharacterized protein LOC107426845 isoform X1
XP_015892627	9079285	9081710	+		LOC10742_2180	LOC10742_2180
XP_015892612	9085280	9091555	-		LOC107426829	general transcription factor 3C polypeptide 5-like
XP_015892613	9116899	9133992	+		LOC107426830	vacuolar-sorting receptor 3-like
XP_015892614	9136219	9138101	-		LOC107426832	transcription factor bHLH84-like
XP_015892620	9222367	9228544	-		LOC107426837	LOW QUALITY PROTEIN: zinc finger protein-like 1 homolog
XP_015892623	9245151	9249430	+		LOC107426840	mitotic checkpoint protein BUB3.1
XP_015892621	9250633	9256351	+		LOC107426838	biotin synthase
XP_015892619	9257932	9261566	-		LOC107426836	ATP-dependent Clp protease proteolytic subunit-related protein 1, chloroplastic
XP_015892615	9269997	>9270780	+		LOC107426833	zinc finger protein ZAT10
XP_015892616	9277915	9281586	+		LOC107426834	LOW QUALITY PROTEIN: endo-1,4-beta-xylanase A-like
XP_015892618	9319216	9322374	+		LOC107426835	BTB/POZ domain-containing protein NPY2
XP_015892625	9324443	9326192	-		LOC107426844	probable N-acetyltransferase HLS1
XP_015892671	9376826	9378375	+		LOC107426888	uncharacterized protein LOC107426888
XP_015892630	9396756	9397802	+		LOC107426848	protein HUA2-LIKE 3-like
XP_015892679	9406442	9407770	-		LOC107426896	BURP domain protein USPL1-like
XP_015892680	9406442	9407770	-		LOC10742_2181	LOC10742_2181
XP_015892678	9414696	9415291	+		LOC107426895	organ-specific protein P4
XP_015892675	9416940	9418179	-		LOC107426892	BURP domain protein USPL1-like isoform X2
XP_015892674	9416940	9418179	-		LOC10742_2182	LOC10742_2182
XP_015892672	9423427	9424912	+		LOC107426890	uncharacterized protein LOC107426890
XP_015892682	9454964	9457357	+		LOC107426898	organ-specific protein S2-like
XP_015892684	9470812	9472171	+		LOC107426901	putative DNA helicase ino80
XP_015892667	9482069	9482975	+		LOC107426886	organ-specific protein P4-like
XP_015892632	9510376	9515115	+		LOC107426854	SWI/SNF complex subunit SWI3D
XP_015892720	9518188	9521940	-		LOC107426925	ras-related protein Rab7
XP_015892633	9527993	9528536	-		LOC107426855	glycine-rich protein DOT1-like
XP_015892634	9531271	9534935	+		LOC107426856	putative proline-rich receptor-like protein kinase PERK6
XP_015892711	9538559	9545537	+		LOC107426916	coatomer subunit gamma-2
XP_015892715	9546830	9552009	-		LOC107426919	guanine nucleotide-binding protein subunit beta-2
XP_015892709	9555105	9560062	-		LOC107426914	glucan endo-1,3-beta-glucosidase 7 isoform X2
XP_015892708	9555105	9560062	-		LOC10742_2183	LOC10742_2183
XP_015892687	9566430	9572876	-		LOC107426904	cyclase-associated protein 1-like
XP_015892685	9576223	9579663	-		LOC107426903	glucan endo-1,3-beta-D-glucosidase-like
XP_015892635	<9582164	9586753	-		LOC107426857	cyclase-associated protein 1-like
XP_015892721	9589119	9596067	-		LOC107426926	probable receptor-like serine/threonine-protein kinase At4g34500 isoform X1
XP_015892726	9589732	9596067	-		LOC10742_2184	LOC10742_2184
XP_015892724	9589732	9596067	-		LOC10742_2185	LOC10742_2185
XP_015892722	9593106	9596067	-		LOC10742_2186	LOC10742_2186
XP_015892727	9593719	9596067	-		LOC10742_2187	LOC10742_2187
XP_015892725	9593719	9596067	-		LOC10742_2188	LOC10742_2188
XP_015892716	9597436	9600912	+		LOC107426920	BTB/POZ domain-containing protein At1g63850-like
XP_015892692	9608906	9610254	-		LOC10742_2191	LOC10742_2191
XP_015892691	9608906	9610528	-		LOC107426906	uncharacterized protein At1g01500-like isoform X1
XP_015892693	9608906	9610528	-		LOC10742_2189	LOC10742_2189
XP_015892694	9608906	9610528	-		LOC10742_2190	LOC10742_2190
XP_015892696	9613461	9614304	-		LOC107426907	uncharacterized protein At1g01500-like
XP_015892636	9619960	9623279	+		LOC107426858	NADH-ubiquinone oxidoreductase subunit 8-like
XP_015892637	9624608	9625684	+		LOC107426859	phenylalanine--tRNA ligase alpha subunit, cytoplasmic-like
XP_015892638	9625784	9631265	+		LOC107426860	phenylalanine--tRNA ligase alpha subunit, cytoplasmic-like
XP_015892665	9639801	9643532	-		LOC107426883	uncharacterized protein LOC107426883
XP_015892717	9644526	9648720	-		LOC107426921	probable LRR receptor-like serine/threonine-protein kinase At2g16250
XP_015892702	9665341	9667241	-		LOC107426909	disease resistance protein RPP13-like
XP_015892701	9668641	9678978	-		LOC107426908	protein ALWAYS EARLY 3 isoform X2
XP_015892697	9668641	9678978	-		LOC10742_2192	LOC10742_2192
XP_015892698	9668641	9678978	-		LOC10742_2193	LOC10742_2193
XP_015892699	9668641	9678978	-		LOC10742_2194	LOC10742_2194
XP_015892700	9668641	9678978	-		LOC10742_2195	LOC10742_2195
XP_015892681	9681827	9682679	-		LOC107426897	uncharacterized protein LOC107426897
XP_015892639	9684345	9685497	-		LOC107426862	uncharacterized protein LOC107426862
XP_015892705	9689721	9693676	+		LOC107426911	zinc finger CCCH domain-containing protein 34
XP_015892640	9695619	9696720	-		LOC107426863	ethylene-responsive transcription factor ERF086
XP_015892660	9703384	9706826	-		LOC107426879	GTP-binding protein OBGC, chloroplastic
XP_015892673	9713026	9715075	-		LOC107426891	proline-rich receptor-like protein kinase PERK3
XP_015892728	9718555	9723120	+		LOC107426927	probable serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit TON2
XP_015892642	9726850	9729511	+		LOC107426864	disease resistance protein RPP13-like
XP_015892643	9736236	9753255	+		LOC107426865	putative disease resistance RPP13-like protein 3
XP_015893438	20514809	20517073	+		LOC10742_2349	LOC10742_2349
XP_015893437	20514809	20517326	+		LOC107427566	putative amidase C869.01 isoform X1
XP_015893425	20523772	20532077	+		LOC107427554	putative amidase C869.01
XP_015893427	20535883	20536456	+		LOC107427555	dirigent protein 4
XP_015893441	20540843	20541404	+		LOC107427570	dirigent protein 23-like
XP_015893433	20550202	20554047	+		LOC107427561	probable alkaline/neutral invertase B
XP_015893430	20556897	20560866	+		LOC107427558	putative ER lumen protein-retaining receptor C28H8.4
XP_015893467	20622633	20640507	+		LOC107427593	serine carboxypeptidase-like 6
XP_015893490	20704235	20720297	+		LOC107427621	serine carboxypeptidase-like 18 isoform X1
XP_015893491	20704235	20720297	+		LOC10742_2350	LOC10742_2350
XP_015893492	20715776	20716596	-		LOC107427622	BOI-related E3 ubiquitin-protein ligase 1-like
XP_015893493	20723115	20724647	+		LOC107427623	putative serine carboxypeptidase-like 52
