gene ID	gene start	gene end	gene strand	smCOG	locus_tag	annotation
XP_015894792	6429231	6431987	-		LOC10742_2632	LOC10742_2632
XP_015894790	6429231	6431987	-		LOC10742_2633	LOC10742_2633
XP_015894785	6441810	6451368	+		LOC107428718	carbonic anhydrase 2-like isoform X1
XP_015894786	6443296	6451368	+		LOC10742_2635	LOC10742_2635
XP_015894733	6455299	6455902	+		LOC107428679	beta carbonic anhydrase 3-like
XP_015894714	6466179	6468419	-		LOC107428664	2-methylene-furan-3-one reductase-like
XP_015894688	6471447	6473735	+		LOC107428632	uncharacterized protein At4g28440
XP_015894801	6496757	6502536	-		LOC107428730	deoxynucleoside triphosphate triphosphohydrolase SAMHD1 homolog
XP_015894796	6504223	6509721	-		LOC107428725	deoxynucleoside triphosphate triphosphohydrolase SAMHD1 homolog
XP_015894797	6511673	6516183	-		LOC107428726	deoxynucleoside triphosphate triphosphohydrolase SAMHD1 homolog
XP_015894795	6518970	6521755	-		LOC107428723	dual-specificity RNA methyltransferase RlmN
XP_015894804	6547138	6549025	+		LOC107428732	uncharacterized protein LOC107428732
XP_015894799	6552315	6554550	-		LOC107428728	uncharacterized protein LOC107428728
XP_015894800	6552315	6554550	-		LOC10742_2636	LOC10742_2636
XP_015894802	6556334	6558306	-		LOC107428731	uncharacterized protein LOC107428731
XP_015894798	6564942	6565422	-		LOC107428727	polygalacturonase-1 non-catalytic subunit beta
XP_015894815	6586650	6589455	+		LOC107428743	probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 10 isoform X1
XP_015894816	6586650	6589455	+		LOC10742_2637	LOC10742_2637
XP_015894817	6586740	6589455	+		LOC10742_2638	LOC10742_2638
XP_015894810	6592694	6596111	+		LOC107428738	uncharacterized protein LOC107428738
XP_015894808	6603839	6605638	-		LOC107428737	uncharacterized protein LOC107428737 isoform X1
XP_015894809	6604245	6605638	-		LOC10742_2639	LOC10742_2639
XP_015894805	6609344	6620077	+		LOC107428733	AP-1 complex subunit gamma-1-like
XP_015894811	6626326	6627540	-		LOC107428740	LOW QUALITY PROTEIN: RING-H2 finger protein ATL47-like
XP_015894818	6643562	6650922	+		LOC107428744	threonine--tRNA ligase, mitochondrial 1
XP_015894812	6652876	6654970	-		LOC107428741	uncharacterized protein LOC107428741
XP_015894806	6671380	6672224	+		LOC107428734	WAT1-related protein At5g40230-like
XP_015894807	6681239	6684775	+		LOC107428736	LOW QUALITY PROTEIN: WAT1-related protein At3g28130-like
XP_015894813	6690785	6695045	+		LOC107428742	WAT1-related protein At5g40210-like isoform X1
XP_015894814	6690785	6695045	+		LOC10742_2640	LOC10742_2640
XP_015894831	6727731	6729397	+		LOC107428761	CLAVATA3/ESR (CLE)-related protein 25
XP_015894819	<6755019	6757253	+		LOC107428745	serine/threonine-protein phosphatase PP2A-1 catalytic subunit
XP_015894820	6758572	6760844	-		LOC107428746	uncharacterized protein LOC107428746
XP_015894846	6766612	6768421	-		LOC107428770	probable inactive receptor kinase At1g27190
XP_015895511	17472160	17473390	+		LOC107429350	MLP-like protein 34
XP_015895506	17483625	17484326	+		LOC107429344	MLP-like protein 34
XP_015895514	17492542	17496612	-		LOC107429352	fruit protein pKIWI502-like
XP_015895512	17497704	17501381	-		LOC107429351	ATP synthase subunit beta, mitochondrial
XP_015895510	17505806	17508229	+		LOC107429349	histone chaperone ASF1B-like
XP_015895507	17508970	17510256	-		LOC107429345	protein STRICTOSIDINE SYNTHASE-LIKE 10-like
