gene ID	gene start	gene end	gene strand	smCOG	locus_tag	annotation
XP_015882555	10074551	10076457	+		LOC107418382	uncharacterized protein LOC107418382
XP_015882544	10082615	10086837	-		LOC107418372	U3 small nucleolar ribonucleoprotein protein MPP10
XP_015882570	10088622	10091413	+		LOC107418389	disease resistance protein TAO1
XP_015882571	10101915	10103810	+		LOC107418390	serine/threonine-protein kinase ATM-like
XP_015882583	10112285	10113270	+		LOC10741_2190	LOC10741_2190
XP_015882582	10112285	10113319	+		LOC107418402	serine/threonine-protein kinase ATM-like isoform X1
XP_015882581	10118810	10147338	+		LOC107418401	disease resistance protein TAO1-like
XP_015882577	10170487	10172837	+		LOC107418397	probable inactive poly [ADP-ribose] polymerase SRO5
XP_015882574	10181478	10182516	+		LOC107418395	uncharacterized protein LOC107418395
XP_015882593	10189656	10195081	-		LOC107418411	1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplastic
XP_015882591	10197398	10201583	-		LOC107418409	peroxisomal membrane protein PEX14 isoform X2
XP_015882589	10197398	10201583	-		LOC10741_2191	LOC10741_2191
XP_015882590	10197398	10201583	-		LOC10741_2192	LOC10741_2192
XP_015882580	10212726	10214562	+		LOC107418400	carbonic anhydrase 2-like
XP_015882572	10225523	10233250	+		LOC107418393	carbonic anhydrase 2-like
XP_015882588	10237769	10238885	-		LOC107418407	transcription factor WER-like
XP_015882587	10243191	10245731	-		LOC107418406	putative exosome complex component rrp40
XP_015882576	10246436	10248842	+		LOC107418396	pentatricopeptide repeat-containing protein DOT4, chloroplastic-like
XP_015882592	10250563	10253149	-		LOC107418410	uncharacterized protein LOC107418410
XP_015882585	10268195	10271580	-		LOC107418405	serine/threonine-protein kinase HT1-like isoform X2
XP_015882584	10268195	10271580	-		LOC10741_2193	LOC10741_2193
XP_015882573	10279675	10281594	+		LOC107418394	diphthamide biosynthesis protein 2-like
XP_015882597	10297753	10300615	-		LOC107418414	CASP-like protein 4A3
XP_015882594	10302890	10307237	-		LOC107418413	protein EXECUTER 2, chloroplastic-like
XP_015882595	10302890	10307237	-		LOC10741_2194	LOC10741_2194
XP_015882596	10302890	10307237	-		LOC10741_2195	LOC10741_2195
XP_015882569	10309686	10313309	-		LOC107418388	E3 ubiquitin-protein ligase SIS3-like
XP_015882578	10334164	10336222	+		LOC107418398	polygalacturonase 1 beta-like protein 3
XP_015882579	10339178	10341194	+		LOC107418399	polygalacturonase 1 beta-like protein 3
XP_015882618	10398664	10405755	-		LOC107418432	protein MODIFIER OF SNC1 1
XP_015882612	10410860	10412940	+		LOC107418427	probable apyrase 7
XP_015882613	10410860	10412940	+		LOC10741_2196	LOC10741_2196
XP_015882614	10414581	10416294	-		LOC107418429	heme-binding protein 2-like
XP_015882615	10417261	10419775	-		LOC107418430	phosphatidylinositol transfer protein CSR1
XP_015882611	10421557	10423253	-		LOC107418426	plant UBX domain-containing protein 10-like
XP_015882608	10429305	10432164	+		LOC107418423	uncharacterized protein LOC107418423
XP_015882605	10434076	10438232	-		LOC107418421	jmjC domain-containing protein 4
XP_015882622	10438938	10446982	+		LOC107418436	LOW QUALITY PROTEIN: vacuolar protein sorting-associated protein 18 homolog
XP_015882601	10450143	10454862	-		LOC107418416	probable LRR receptor-like serine/threonine-protein kinase At4g26540
XP_015882610	10463274	10466751	+		LOC107418425	kinetochore protein spc25
XP_015882609	10471083	10474305	-		LOC107418424	short-chain dehydrogenase TIC 32, chloroplastic
XP_015882620	10479337	10483857	+		LOC107418434	FKBP12-interacting protein of 37 kDa
XP_015882619	10484767	10489264	-		LOC107418433	uncharacterized protein LOC107418433
XP_015882599	10492638	10496252	+		LOC107418415	galactinol--sucrose galactosyltransferase-like
XP_015882604	10497288	10500055	+		LOC107418420	transcriptional regulator DEF1-like
XP_015882621	10504099	10508617	+		LOC107418435	LOW QUALITY PROTEIN: tryptophan aminotransferase-related protein 2-like
XP_015882607	10515862	10520156	-		LOC107418422	AP-1 complex subunit mu-2-like
XP_015882602	10524845	10528475	-		LOC107418417	lysM domain receptor-like kinase 3
XP_015882616	10530011	10530536	-		LOC107418431	oleosin 16.4 kDa-like
XP_015882603	10540122	>10540715	-		LOC107418419	protein LATERAL ORGAN BOUNDARIES-like
XP_015882623	<10540975	10545206	+		LOC107418437	probable alpha-mannosidase I MNS5
XP_015882661	10547198	10547921	+		LOC107418476	gibberellin-regulated protein 11-like
XP_015882646	10567028	10571090	+		LOC107418462	calmodulin-binding protein 60 A-like
XP_015882647	10571874	10574309	+		LOC107418463	UDP-glycosyltransferase 74F1-like
XP_015882648	10574793	10577306	-		LOC107418464	uncharacterized protein At5g50100, mitochondrial
XP_015882633	10580102	10582466	+		LOC107418450	LIM domain-containing protein WLIM1-like
XP_015882624	10584426	10586397	+		LOC107418439	pentatricopeptide repeat-containing protein At5g66520-like
XP_015882625	10586399	10586879	+		LOC107418440	pentatricopeptide repeat-containing protein At5g06540-like
XP_015882630	10588955	10590217	-		LOC107418447	uncharacterized protein DDB_G0285917
XP_015882652	10599081	10605104	-		LOC107418469	nucleobase-ascorbate transporter 6
XP_015882653	10599081	10605104	-		LOC10741_2197	LOC10741_2197
XP_015882626	10620316	10625120	+		LOC107418441	pentatricopeptide repeat-containing protein At1g62914, mitochondrial-like
XP_015882832	12795742	12797570	-		LOC107418649	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882833	12795742	12797570	-		LOC10741_2225	LOC10741_2225
XP_015882834	12795742	12797570	-		LOC10741_2226	LOC10741_2226
XP_015882806	12817032	12818869	+		LOC107418615	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882807	<12826029	12827342	+		LOC107418616	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882808	12833899	12834522	+		LOC107418617	uncharacterized protein LOC107418617
XP_015882809	12845204	12846955	+		LOC107418618	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882810	12878282	12880404	+		LOC107418620	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882811	12896818	12898379	+		LOC107418622	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882812	12909635	12910402	+		LOC107418623	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882813	12918564	12919371	+		LOC107418624	probable S-adenosylmethionine-dependent methyltransferase At5g38780
XP_015882815	12920211	12921184	+		LOC107418625	probable S-adenosylmethionine-dependent methyltransferase At5g37990
XP_015882816	12949684	12955571	+		LOC107418627	LOW QUALITY PROTEIN: NADH dehydrogenase [ubiquinone] iron-sulfur protein 2-like
XP_015882817	13012259	13014283	+		LOC107418629	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882836	13061246	13063597	+		LOC107418651	probable S-adenosylmethionine-dependent methyltransferase At5g37990 isoform X1
XP_015882837	13061246	13063597	+		LOC10741_2227	LOC10741_2227
XP_015882818	13069812	13088480	+		LOC107418630	jasmonate O-methyltransferase-like
XP_015882840	13111006	13112835	+		LOC107418655	probable S-adenosylmethionine-dependent methyltransferase At5g37990
XP_015882819	13143503	13145117	+		LOC107418633	probable S-adenosylmethionine-dependent methyltransferase At5g37970
XP_015882839	13147637	13149542	+		LOC107418654	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882831	13153861	13155435	+		LOC107418648	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882820	13158516	13158897	-		LOC107418634	UDP-glycosyltransferase 89C1-like
XP_015882822	13162136	13164448	+		LOC107418636	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882823	13179200	13179905	+		LOC107418638	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882824	13204889	13209276	+		LOC107418639	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882825	13211318	13212132	+		LOC107418640	probable S-adenosylmethionine-dependent methyltransferase At5g38780
XP_015882826	13218138	13221089	+		LOC107418641	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015882838	13228894	13229885	-		LOC107418653	probable beta-1,4-xylosyltransferase IRX14
XP_015882835	13257244	13259244	+		LOC107418650	probable S-adenosylmethionine-dependent methyltransferase At5g38100
XP_015883262	20142265	>20143986	-		LOC107419055	uncharacterized protein LOC107419055
XP_015883265	20193926	20194925	+		LOC107419058	trans-resveratrol di-O-methyltransferase-like
XP_015883266	20274081	20275164	+		LOC107419060	trans-resveratrol di-O-methyltransferase-like
XP_015883268	20378971	20380258	+		LOC107419061	trans-resveratrol di-O-methyltransferase-like
XP_015883269	20401519	20402690	+		LOC107419062	uncharacterized protein LOC107419062
XP_015883270	20436160	20437087	-		LOC107419063	UDP-glycosyltransferase 89B2-like
XP_015883272	20481834	20483238	-		LOC107419065	UDP-glycosyltransferase 89B2-like
XP_015883584	26923593	26924752	-		LOC107419340	malate synthase, glyoxysomal-like
XP_015883596	26929349	26934015	-		LOC107419351	probable receptor-like protein kinase At5g56460
XP_015883585	26943227	26947051	+		LOC107419341	subtilisin-like protease SBT3.18
XP_015883617	26949521	26953643	+		LOC107419369	YTH domain-containing family protein 1-like
XP_015883586	26955050	26958370	+		LOC107419342	2-oxoisovalerate dehydrogenase subunit beta 1, mitochondrial
XP_015883624	26958983	26962051	-		LOC107419371	TATA-box-binding protein
XP_015883625	26958983	26962051	-		LOC10741_2378	LOC10741_2378
XP_015883626	26958983	26962051	-		LOC10741_2379	LOC10741_2379
XP_015883627	26958983	26962051	-		LOC10741_2380	LOC10741_2380
XP_015883599	26964217	26966352	-		LOC107419354	L-ascorbate oxidase homolog
XP_015883600	26976912	26978918	+		LOC107419355	L-ascorbate oxidase homolog
XP_015883603	26979390	26981063	-		LOC107419359	gibberellic acid methyltransferase 2-like isoform X1
XP_015883604	26979718	26981063	-		LOC10741_2381	LOC10741_2381
XP_015883613	26986106	26989684	-		LOC107419365	transcription factor Pur-alpha 1
XP_015883610	26990510	26992127	+		LOC107419364	pentatricopeptide repeat-containing protein At5g56310
XP_015883611	26990510	26992127	+		LOC10741_2382	LOC10741_2382
XP_015883612	26990510	26992127	+		LOC10741_2383	LOC10741_2383
XP_015883614	26993078	26998957	-		LOC107419366	chromosome-associated kinesin KIF4
XP_015883587	27003566	27006888	-		LOC107419343	uncharacterized protein LOC107419343
XP_015883597	27013077	27015355	-		LOC107419352	uncharacterized protein LOC107419352
XP_015883594	27015878	27018954	+		LOC107419349	uncharacterized protein LOC107419349 isoform X1
XP_015883595	27015878	27018954	+		LOC10741_2384	LOC10741_2384
XP_015883607	27023606	27024788	+		LOC107419363	E3 ubiquitin-protein ligase RNF115-like
XP_015883609	27023606	27024788	+		LOC10741_2385	LOC10741_2385
XP_015883606	27026275	27029999	-		LOC107419362	pyruvate kinase, cytosolic isozyme
XP_015883631	27049526	27050525	-		LOC107419377	mitogen-activated protein kinase kinase 9-like
XP_015883632	27050938	27051633	+		LOC107419378	putative F-box protein At5g52610
XP_015883634	27054496	27057332	-		LOC107419379	LRR receptor-like serine/threonine-protein kinase GSO2
XP_015883637	27059500	27062426	-		LOC107419382	uncharacterized protein LOC107419382
XP_015883635	27064825	27066196	-		LOC107419380	putative late blight resistance protein homolog R1B-17
XP_015883636	27066235	27071242	-		LOC107419381	disease resistance protein RPP13-like
XP_015883650	27118136	27120733	+		LOC107419407	glycerophosphodiester phosphodiesterase protein kinase domain-containing GDPDL2-like isoform X1
XP_015883651	27118136	27120733	+		LOC10741_2386	LOC10741_2386
XP_015883638	27125745	27131803	+		LOC107419384	G-type lectin S-receptor-like serine/threonine-protein kinase SD2-2
XP_015883639	27168585	27169482	+		LOC107419387	probable receptor-like protein kinase At1g67000
XP_015883640	27169524	27170773	+		LOC107419388	probable receptor-like protein kinase At1g67000
XP_015883652	27189983	27192580	+		LOC107419408	glycerophosphodiester phosphodiesterase protein kinase domain-containing GDPDL2-like isoform X1
XP_015883653	27189983	27192580	+		LOC10741_2387	LOC10741_2387
XP_015883642	27197788	27207940	+		LOC107419390	G-type lectin S-receptor-like serine/threonine-protein kinase SD2-2
XP_015883643	27235036	27235435	+		LOC107419391	probable receptor-like protein kinase At5g39020
XP_015883644	27240878	27241622	+		LOC107419393	probable receptor-like protein kinase At5g39030
XP_015883654	27265064	27266103	-		LOC107419409	BURP domain-containing protein BNM2A-like
XP_015883656	27267708	27268323	+		LOC107419412	uncharacterized protein LOC107419412
XP_015883645	27274290	27274872	+		LOC107419394	uncharacterized mitochondrial protein AtMg00810-like
XP_015883655	27331770	27335305	+		LOC107419411	probable receptor-like protein kinase At5g39030
XP_015883647	27416681	27417305	+		LOC107419402	uncharacterized protein LOC107419402
XP_015883659	27449241	27450286	-		LOC107419417	BURP domain-containing protein BNM2A-like
XP_015883648	27454553	27455244	+		LOC107419406	uncharacterized protein LOC107419406
XP_015883660	27491538	27492804	+		LOC107419418	receptor-like protein kinase 2
XP_015883661	27493193	27494438	+		LOC107419419	receptor-like protein 12
XP_015883662	27502003	27503273	+		LOC107419420	uncharacterized protein LOC107419420
XP_015883676	27519149	27522005	+		LOC107419434	receptor-like protein 12
XP_015883663	27549660	27552513	+		LOC107419421	receptor-like protein 12
XP_015883680	27553933	27555920	-		LOC107419439	probably inactive leucine-rich repeat receptor-like protein kinase At5g48380
XP_015883684	27557367	27557961	-		LOC107419445	probably inactive leucine-rich repeat receptor-like protein kinase At5g48380
XP_015883683	27570862	27572932	-		LOC107419444	probably inactive leucine-rich repeat receptor-like protein kinase At5g48380
XP_015883679	27575970	27577900	+		LOC107419438	purple acid phosphatase 17-like
XP_015883686	27579225	27582096	+		LOC107419447	purple acid phosphatase 3-like
XP_015883685	27583563	27585908	-		LOC107419446	UV-B-induced protein At3g17800, chloroplastic
XP_015883664	27595770	27599871	+		LOC107419422	extra-large guanine nucleotide-binding protein 3-like
XP_015883682	27604956	27606291	-		LOC107419441	U-box domain-containing protein 21-like
XP_015883681	27612992	27616985	-		LOC107419440	TMV resistance protein N-like
XP_015883665	27620762	27622547	-		LOC107419424	TMV resistance protein N-like
XP_015883666	27623060	27628866	-		LOC107419425	uncharacterized protein LOC107419425
XP_015883631	27049526	27050525	-		LOC107419377	mitogen-activated protein kinase kinase 9-like
XP_015883632	27050938	27051633	+		LOC107419378	putative F-box protein At5g52610
XP_015883634	27054496	27057332	-		LOC107419379	LRR receptor-like serine/threonine-protein kinase GSO2
XP_015883637	27059500	27062426	-		LOC107419382	uncharacterized protein LOC107419382
XP_015883635	27064825	27066196	-		LOC107419380	putative late blight resistance protein homolog R1B-17
XP_015883636	27066235	27071242	-		LOC107419381	disease resistance protein RPP13-like
XP_015883650	27118136	27120733	+		LOC107419407	glycerophosphodiester phosphodiesterase protein kinase domain-containing GDPDL2-like isoform X1
XP_015883651	27118136	27120733	+		LOC10741_2386	LOC10741_2386
XP_015883638	27125745	27131803	+		LOC107419384	G-type lectin S-receptor-like serine/threonine-protein kinase SD2-2
XP_015883639	27168585	27169482	+		LOC107419387	probable receptor-like protein kinase At1g67000
XP_015883640	27169524	27170773	+		LOC107419388	probable receptor-like protein kinase At1g67000
XP_015883652	27189983	27192580	+		LOC107419408	glycerophosphodiester phosphodiesterase protein kinase domain-containing GDPDL2-like isoform X1
XP_015883653	27189983	27192580	+		LOC10741_2387	LOC10741_2387
XP_015883642	27197788	27207940	+		LOC107419390	G-type lectin S-receptor-like serine/threonine-protein kinase SD2-2
XP_015883643	27235036	27235435	+		LOC107419391	probable receptor-like protein kinase At5g39020
XP_015883644	27240878	27241622	+		LOC107419393	probable receptor-like protein kinase At5g39030
XP_015883654	27265064	27266103	-		LOC107419409	BURP domain-containing protein BNM2A-like
XP_015883656	27267708	27268323	+		LOC107419412	uncharacterized protein LOC107419412
XP_015883645	27274290	27274872	+		LOC107419394	uncharacterized mitochondrial protein AtMg00810-like
XP_015883655	27331770	27335305	+		LOC107419411	probable receptor-like protein kinase At5g39030
XP_015883647	27416681	27417305	+		LOC107419402	uncharacterized protein LOC107419402
XP_015883659	27449241	27450286	-		LOC107419417	BURP domain-containing protein BNM2A-like
XP_015883648	27454553	27455244	+		LOC107419406	uncharacterized protein LOC107419406
XP_015883660	27491538	27492804	+		LOC107419418	receptor-like protein kinase 2
XP_015883661	27493193	27494438	+		LOC107419419	receptor-like protein 12
XP_015883662	27502003	27503273	+		LOC107419420	uncharacterized protein LOC107419420
XP_015883676	27519149	27522005	+		LOC107419434	receptor-like protein 12
XP_015883663	27549660	27552513	+		LOC107419421	receptor-like protein 12
XP_015883680	27553933	27555920	-		LOC107419439	probably inactive leucine-rich repeat receptor-like protein kinase At5g48380
XP_015883684	27557367	27557961	-		LOC107419445	probably inactive leucine-rich repeat receptor-like protein kinase At5g48380
XP_015883683	27570862	27572932	-		LOC107419444	probably inactive leucine-rich repeat receptor-like protein kinase At5g48380
XP_015883679	27575970	27577900	+		LOC107419438	purple acid phosphatase 17-like
XP_015883686	27579225	27582096	+		LOC107419447	purple acid phosphatase 3-like
XP_015883685	27583563	27585908	-		LOC107419446	UV-B-induced protein At3g17800, chloroplastic
XP_015883664	27595770	27599871	+		LOC107419422	extra-large guanine nucleotide-binding protein 3-like
XP_015883682	27604956	27606291	-		LOC107419441	U-box domain-containing protein 21-like
XP_015883681	27612992	27616985	-		LOC107419440	TMV resistance protein N-like
XP_015883665	27620762	27622547	-		LOC107419424	TMV resistance protein N-like
XP_015883666	27623060	27628866	-		LOC107419425	uncharacterized protein LOC107419425
XP_015883668	27638691	27642381	-		LOC107419426	TMV resistance protein N-like
XP_015883672	27674403	27677179	+		LOC107419432	cationic amino acid transporter 1-like
XP_015883673	27674403	27677179	+		LOC10741_2388	LOC10741_2388
XP_015883674	27674403	27677179	+		LOC10741_2389	LOC10741_2389
XP_015883688	27683972	27688162	-		LOC107419450	TMV resistance protein N-like
XP_015883669	27706666	27710161	-		LOC107419428	TMV resistance protein N-like
XP_015883675	27722379	27724530	-		LOC107419433	uncharacterized protein LOC107419433
XP_015883670	27728989	27734716	-		LOC107419429	potassium channel SKOR-like
XP_015883687	27736683	27741132	-		LOC107419449	protoheme IX farnesyltransferase, mitochondrial
XP_015883678	27770925	27772673	-		LOC10741_2390	LOC10741_2390
XP_015883677	27770925	27773365	-		LOC107419435	AP-1 complex subunit sigma-2 isoform X1
XP_015883671	27824746	>27825442	+		LOC107419431	mitogen-activated protein kinase kinase 9-like
XP_015883690	<27836036	27837811	+		LOC107419452	DNA-directed RNA polymerase II subunit 4-like
XP_015883691	27844631	27849772	-		LOC107419453	receptor-like protein 12
XP_015883719	28181135	28189607	+		LOC107419489	putative 3,4-dihydroxy-2-butanone kinase
XP_015883720	28190679	28193340	+		LOC107419490	calmodulin
XP_015883713	28201158	28201734	-		LOC107419484	zinc-finger homeodomain protein 9-like
XP_015883769	28224928	28227708	+		LOC107419539	glycerophosphodiester phosphodiesterase protein kinase domain-containing GDPDL2-like
XP_015883771	28228988	28229480	+		LOC107419540	uncharacterized protein LOC107419540
XP_015883772	28228988	28229480	+		LOC10741_2394	LOC10741_2394
XP_015883773	28228988	28229480	+		LOC10741_2395	LOC10741_2395
XP_015883766	28272206	28275839	+		LOC107419536	uncharacterized protein LOC107419536 isoform X1
XP_015883767	28272206	28275839	+		LOC10741_2396	LOC10741_2396
XP_015883722	28278198	28279194	+		LOC107419495	uncharacterized protein LOC107419495
XP_015883765	28281455	28286161	+		LOC107419535	glycerophosphodiester phosphodiesterase protein kinase domain-containing GDPDL2-like
XP_015883768	28283354	28284173	+		LOC107419538	uncharacterized protein LOC107419538
XP_015883723	28291599	28292497	+		LOC107419496	uncharacterized protein LOC107419496
XP_015883725	28301943	28302660	-		LOC107419498	BURP domain protein USPL1-like
XP_015883755	28304467	28305123	+		LOC107419530	uncharacterized protein LOC107419530
XP_015883754	28308002	28311315	+		LOC107419528	uncharacterized protein LOC107419528
XP_015883764	28312170	28315387	-		LOC107419534	NAC domain-containing protein 86
XP_015883726	28321277	28322744	-		LOC107419499	uncharacterized protein At4g15970-like
XP_015883727	28325567	28327777	-		LOC107419500	uncharacterized protein At4g15970-like
XP_015883761	28331509	28333340	-		LOC107419532	uncharacterized protein At4g15970-like
XP_015883762	28331509	28333340	-		LOC10741_2397	LOC10741_2397
XP_015883756	28340110	28342749	+		LOC107419531	40S ribosomal protein S15a-5
XP_015883757	28340110	28342749	+		LOC10741_2398	LOC10741_2398
XP_015883758	28340110	28342749	+		LOC10741_2399	LOC10741_2399
XP_015883760	28340110	28342749	+		LOC10741_2400	LOC10741_2400
XP_015883728	28345278	28346217	+		LOC107419501	pentatricopeptide repeat-containing protein At4g02750-like
XP_015883729	<28347242	28349645	+		LOC107419502	pentatricopeptide repeat-containing protein At3g16610
XP_015883775	28350784	28354153	-		LOC107419546	uncharacterized protein At4g15970-like isoform X2
XP_015883776	28350920	28352337	-		LOC10741_2402	LOC10741_2402
XP_015883774	28350920	28354153	-		LOC10741_2401	LOC10741_2401
XP_015883763	28358785	28361761	-		LOC107419533	uncharacterized protein At4g15970-like
XP_015883730	28375667	28377345	-		LOC107419503	uncharacterized protein At4g15970-like
XP_015883731	28393621	28396774	+		LOC107419504	putative disease resistance RPP13-like protein 1
XP_015883732	28408315	28421775	-		LOC107419506	uncharacterized protein At4g15970-like
