gene ID	gene start	gene end	gene strand	smCOG	locus_tag	annotation
XP_015886384	<23538659	23539244	+		LOC107421619	stearoyl-[acyl-carrier-protein] 9-desaturase 6, chloroplastic-like
XP_015886443	23908312	23912138	-		LOC107421674	pentatricopeptide repeat-containing protein At2g36240 isoform X2
XP_015886442	23908312	23912138	-		LOC10742_821	LOC10742_821
XP_015886439	23912473	23914724	+		LOC107421672	sm-like protein LSM3B
XP_015886438	23915443	23918368	-		LOC107421671	fructose-1,6-bisphosphatase, cytosolic
XP_015886427	23929721	23931008	+		LOC107421661	zeatin O-glucosyltransferase-like
XP_015886433	23940823	23948203	+		LOC107421667	protein FAM188A
XP_015886419	23984153	23986148	+		LOC107421655	beta-amyrin 28-oxidase-like
XP_015886426	24048835	24050775	+		LOC107421660	beta-amyrin 28-oxidase-like
XP_015886413	24064893	24065968	+		LOC107421648	dammarenediol 12-hydroxylase-like
XP_015886414	24066607	24067323	+		LOC107421649	beta-amyrin 28-oxidase-like
XP_015886422	24090882	24092938	+		LOC10742_822	LOC10742_822
XP_015886421	24090882	24092938	+		LOC107421656	cytochrome b-c1 complex subunit 6-like
XP_015886415	24138626	24140189	+		LOC107421650	transcription factor VIP1
XP_015886432	24141567	24144245	+		LOC107421666	abscisic acid 8'-hydroxylase 1-like
XP_015886416	24145419	24150160	-		LOC107421651	serine decarboxylase
XP_015886418	24159051	24160167	+		LOC107421654	SKP1-interacting partner 15-like
