gene ID	gene start	gene end	gene strand	smCOG	locus_tag	annotation
KEH26314	18375266	18376260	-		MTR_6g452530	protein transporter SEC23-like protein
KEH26315	18384919	18385489	+		MTR_6g452560	hypothetical protein
KEH27070	32021173	32022649	-		MTR_6g085010	aspartic protease in GUARD CELL-like protein
KEH27071	32034350	32036664	+		MTR_6g085030	hypothetical protein
KEH27072	32049592	32052279	-		MTR_6g085050	ATP-dependent Clp protease adaptor protein ClpS
KEH27073	32061311	32067400	+		MTR_6g085070	alpha/beta hydrolase family protein
KEH27074	32062903	32067400	+		MTR_6g08_15	MTR_6g08_15
KEH27075	32069016	32077390	-		MTR_6g085080	mediator complex subunit 25 von willebrand factor type A protein
KEH27076	32081058	32089756	-		MTR_6g085100	mediator complex subunit 25 von willebrand factor type A protein
KEH27077	32098175	32102407	-		MTR_6g085130	hypothetical protein
KEH27078	32116010	32116644	-		MTR_6g085150	transmembrane protein, putative
KEH27079	32124516	32129599	+		MTR_6g085170	shwachman-bodian-diamond syndrome protein, putative
AES76753	32136034	32141194	-		MTR_6g086510	nudix hydrolase-like protein
AES76757	32148420	32152294	-		MTR_6g086560	sigma factor sigb regulation protein rsbq protein, putative
AES76758	32154831	32155146	-		MTR_6g086570	hypothetical protein
AES76760	32163782	32164320	+		MTR_6g086590	transmembrane protein, putative
AES76762	32166785	32172062	-		MTR_6g08_16	MTR_6g08_16
AES76761	32166785	32172291	-		MTR_6g086600	nucleotide-binding protein
AES76763	32174975	32175197	-		MTR_6g086610	PPR containing protein, putative
KEH27080	32176202	32179355	-		MTR_6g085190	protein vernalization insensitive-like protein
AES76755	32189270	32189900	+		MTR_6g086530	dehydration-responsive RD22-like protein
AES76752	32193008	32193406	-		MTR_6g086500	transmembrane protein, putative
KEH27081	32195356	32195684	-		MTR_6g085210	LCR-like protein
AES76770	32207295	32207766	-		MTR_6g086680	DUF538 family protein
AES76769	32209158	32209682	-		MTR_6g086670	hypothetical protein
AES76710	32212018	32213010	-		MTR_6g086020	heavy metal transport/detoxification superfamily protein
AES76711	32216021	32217688	+		MTR_6g086030	transmembrane protein, putative
AES76766	32219521	32219902	+		MTR_6g086640	transmembrane protein, putative
AES76765	32225054	32233151	+		MTR_6g086630	ARF GTPase activator
AES76714	32234106	32239098	-		MTR_6g086060	serinc-domain serine and sphingolipid biosynthesis protein
AES76715	32248236	32248760	-		MTR_6g086070	PIF1-like helicase
AES76718	32258171	32259599	-		MTR_6g086100	plant self-incompatibility protein S1 family protein
AES76719	32260792	32263273	+		MTR_6g086110	hypothetical protein
KEH27082	32269299	32271986	-		MTR_6g086115	LRR extensin-like protein
KEH27083	32290812	32291364	+		MTR_6g486155	hypothetical protein
AES76723	32319954	32326308	-		MTR_6g086170	sulfate/bicarbonate/oxalate exchanger and transporter sat-1
AES76724	32329270	32331431	+		MTR_6g086190	hypothetical protein
AES76725	32332589	32334941	-		MTR_6g086200	hypothetical protein
KEH27084	32343220	32343736	-		MTR_6g486230	transmembrane protein, putative
KEH27085	32350254	32351875	-		MTR_6g486260	hypothetical protein
KEH27086	32354772	32355885	+		MTR_6g486270	Myb/SANT-like DNA-binding domain protein
KEH27087	32357071	32358378	+		MTR_6g486280	Serine/Threonine kinase, plant-type protein, putative
AES76726	32360278	32360563	+		MTR_6g086210	transmembrane protein, putative
KEH27250	34517401	34519491	-		MTR_6g091635	transmembrane protein, putative
AES77086	34520035	34520982	-		MTR_6g091650	hypothetical protein
AES77087	34521498	34521687	+		MTR_6g091660	NADH-ubiquinone oxidoreductase (complex I), chain 5 carboxy-terminal protein
AES77088	34522975	34526014	-		MTR_6g091670	digalactosyldiacylglycerol synthase
AES77089	34530472	34532548	-		MTR_6g091680	caffeoyl-CoA 3-O-methyltransferase
KEH27251	34533926	34538060	-		MTR_6g09_5	MTR_6g09_5
AES77090	34533926	34538843	-		MTR_6g091690	regulator of Vps4 activity in the MVB pathway protein
AES77091	34541038	34542208	-		MTR_6g091700	phospholipase A2, putative
AES77092	34542952	34545365	-		MTR_6g091710	hypothetical protein
AES77093	34546125	34547727	-		MTR_6g091720	phospholipase A2 family protein
AES77094	34549113	34550120	-		MTR_6g091730	phospholipase A2
AES77095	34551292	34551741	-		MTR_6g091740	hypothetical protein
AES77096	34553661	34555817	-		MTR_6g091750	phospholipase A2 family protein
AES77097	34566413	34568387	-		MTR_6g091760	1-aminocyclopropane-1-carboxylate synthase
AES77098	34583552	34587531	+		MTR_6g091770	arginine N-methyltransferase
AES77099	34588901	34591630	-		MTR_6g091780	DUF3456 domain protein
KEH27252	34593794	34596174	+		MTR_6g09_6	MTR_6g09_6
AES77100	34593794	34596663	+		MTR_6g091790	hypothetical protein
