gene ID	gene start	gene end	gene strand	smCOG	locus_tag	annotation
AES79660	26216984	26218253	+		MTR_7g070830	F-box protein interaction domain protein
AES79662	26223155	26224633	+		MTR_7g070860	UDP-glucosyltransferase family protein
AES79663	26226484	26228070	+		MTR_7g070870	UDP-glucosyltransferase family protein
AES79664	26229234	26230503	+		MTR_7g070880	F-box protein interaction domain protein
AES79666	26235926	26239198	+		MTR_7g070900	F-box protein interaction domain protein
KEH23235	26239807	26240065	-		MTR_7g070905	hypothetical protein
AES79667	26242008	26243505	+		MTR_7g070910	UDP-glucosyltransferase family protein
AES79668	26250447	26251953	+		MTR_7g070930	UDP-glucosyltransferase family protein
KEH23236	26252300	26252728	-		MTR_7g070933	hypothetical protein
KEH23237	26255512	26257771	+		MTR_7g070937	F-box protein interaction domain protein
AES79669	26259516	26260980	+		MTR_7g070940	UDP-glucosyltransferase family protein
KEH23238	26276849	26277773	-		MTR_7g070985	hypothetical protein
KEH23239	26278324	26278801	+		MTR_7g070995	UDP-glucosyltransferase family protein
AES79673	26281922	26283532	-		MTR_7g071010	hypothetical protein
AES79675	26289129	26290212	+		MTR_7g071030	hypothetical protein
KEH23240	26294510	26295066	-		MTR_7g071037	hypothetical protein
AES79676	26297038	26298553	+		MTR_7g071040	UDP-glucosyltransferase family protein
AES79677	26301416	26302854	+		MTR_7g071050	UDP-glucosyltransferase family protein
AES80742	32530241	32532033	-		MTR_7g084300	chalcone and stilbene synthase family protein
AES80743	32533358	32534376	+		MTR_7g084310	transmembrane protein, putative
AES80745	32542705	32547310	+		MTR_7g084330	SAM-dependent carboxyl methyltransferase
AES80746	32549227	32549693	+		MTR_7g084340	SAM-dependent carboxyl methyltransferase
AES80747	32551072	32553010	+		MTR_7g084350	salicylic acid carboxyl methyltransferase
AES80748	32554198	32555114	-		MTR_7g084360	hypothetical protein
KEH23497	32557360	32558209	-		MTR_7g084370	AP2 domain class transcription factor
KEH24285	43486134	43487788	-		MTR_7g106770	E3 ubiquitin-protein ligase RHF2A-like protein
KEH24286	43489944	43490328	+		MTR_7g106780	ribosomal protein S19
KEH24287	43493232	43494755	-		MTR_7g106800	short chain dehydrogenase
KEH24288	43508163	43508715	-		MTR_7g106820	hypothetical protein
KEH24289	43513214	43516077	-		MTR_7g106830	aspartate aminotransferase
KEH24290	43518138	43518650	-		MTR_7g106840	transmembrane protein, putative
KEH24291	43519562	43523675	-		MTR_7g106850	glycosyltransferase family 1 protein
KEH24292	43525105	43525499	-		MTR_7g106860	transmembrane protein, putative
KEH24293	43526247	43528496	-		MTR_7g106870	transducin family protein/WD-40 repeat protein
KEH24295	43529697	43533424	-		MTR_7g10_81	MTR_7g10_81
KEH24294	43529697	43537321	-		MTR_7g106880	white-brown-complex ABC transporter family protein
