gene ID	gene start	gene end	gene strand	smCOG	locus_tag	annotation
KEH40983	14933261	14936414	+		MTR_1g040370	serine carboxypeptidase-like protein
KEH40984	14937805	14938204	+		MTR_1g040375	hypothetical protein
KEH40985	14942213	14942569	-		MTR_1g040380	LCR-like protein
KEH40986	14946124	14946595	-		MTR_1g040385	LCR-like protein
AES60429	17092905	17093239	-		MTR_1g045560	hypothetical protein
AES60430	17103838	17104334	+		MTR_1g045590	hypothetical protein
AES60432	17117821	17119255	-		MTR_1g045610	myb transcription factor
KEH41164	17138361	17143953	-		MTR_1g045660	transmembrane protein, putative
AES60433	17138383	17143953	-		MTR_1g04_23	MTR_1g04_23
KEH41165	17152166	17152657	+		MTR_1g045663	hypothetical protein
AES60434	17152758	17167339	-		MTR_1g045670	DNA mismatch repair protein
AES60435	17168378	17168992	-		MTR_1g045680	hypothetical protein
AES60437	17174924	17175605	-		MTR_1g045700	E1 protein
AES60438	17184751	17185531	-		MTR_1g045720	E1 protein
AES60440	17194914	17195721	+		MTR_1g045740	E1 protein
AES60441	17203890	17212333	+		MTR_1g045750	3-isopropylmalate dehydratase, large subunit
AES60442	17217073	17219586	+		MTR_1g045760	hypothetical protein
AES60443	17219863	17221074	+		MTR_1g045770	aconitate hydratase
AES60444	17222462	17223842	-		MTR_1g045780	calcium-dependent lipid-binding (CaLB domain) family protein
AES60445	17229781	17229985	-		MTR_1g045790	transmembrane protein, putative
AES60446	17231253	17235783	-		MTR_1g045800	Ras-GTPase-activating protein-binding protein
AES60447	17242221	17242380	-		MTR_1g045820	DNA topoisomerase-like protein, putative
AES60450	17250265	17251759	+		MTR_1g045850	pentatricopeptide (PPR) repeat protein
AES60451	17257969	17258973	-		MTR_1g045860	embryonic abundant-like protein
AES60452	17260459	17264021	-		MTR_1g045870	cation/H+ exchanger 3
AES60453	17270273	17272148	-		MTR_1g045880	PPR containing plant-like protein
AES60454	17274297	17276014	+		MTR_1g04_24	MTR_1g04_24
KEH41166	17274297	17276325	+		MTR_1g045890	hypothetical protein
AES60455	17278610	17279918	-		MTR_1g045900	mRNA splicing factor, thioredoxin-like U5 snRNP protein
AES60456	17286123	17288006	+		MTR_1g045920	PIF1-like helicase
AES60457	17289328	17303141	-		MTR_1g045930	triacylglycerol lipase, putative
AES60458	17308217	17309200	-		MTR_1g045950	late embryogenesis abundant protein group 3 protein, putative
AES60459	17310972	17314581	+		MTR_1g045960	NB-ARC domain disease resistance protein
AES60461	17319776	17320817	-		MTR_1g045980	late embryogenesis abundant protein group 3 protein
AES60462	17325214	17326085	-		MTR_1g046010	hypothetical protein
AES60463	17326195	17326522	-		MTR_1g046005	Nodule Cysteine-Rich (NCR) secreted peptide
AES60464	17327251	17327530	-		MTR_1g046020	Nodule Cysteine-Rich (NCR) secreted peptide
AES60466	17332532	17332830	+		MTR_1g046040	hypothetical protein
KEH41167	17340457	17341976	-		MTR_1g046070	hypothetical protein
KEH41168	17347014	17347618	-		MTR_1g046090	transmembrane protein, putative
KEH41169	17356410	17356656	-		MTR_1g046110	Nodule Cysteine-Rich (NCR) secreted peptide
KEH41170	17368800	17370737	+		MTR_1g046130	hypothetical protein
KEH41171	17374560	17374872	+		MTR_1g046150	Nodule Cysteine-Rich (NCR) secreted peptide
KEH41172	17380201	17380504	-		MTR_1g046170	Nodule Cysteine-Rich (NCR) secreted peptide
KEH41173	17384421	17384766	+		MTR_1g046190	hypothetical protein
KEH41174	17392912	17394486	-		MTR_1g046200	plant-specific B3-DNA-binding domain protein
KEH41175	17398729	17400031	-		MTR_1g046210	beta-1,2-N-acetylglucosaminyltransferase II
KEH41176	17407545	17409111	+		MTR_1g046230	indole-3-pyruvate monooxygenase YUCCA8
KEH41177	17412416	17415922	+		MTR_1g046240	hypothetical protein
KEH41178	17417675	17425291	-		MTR_1g046250	coenzyme F420-reducing hydrogenase, beta subunit
KEH41216	17636065	17641127	-		MTR_1g046740	core-2/I-branching enzyme
KEH41217	17644002	17644881	-		MTR_1g046750	transmembrane protein, putative
KEH41218	17646997	17647222	+		MTR_1g046760	HXXXD-type acyl-transferase family protein, putative
KEH41219	17648024	17648683	+		MTR_1g046770	omega-hydroxypalmitate O-feruloyl transferase
KEH41220	17656036	17657819	+		MTR_1g046790	hydroxyethylthiazole kinase family protein
KEH41221	17658678	17659431	-		MTR_1g046800	disease resistance-responsive, dirigent domain protein
KEH41222	17662688	17663639	+		MTR_1g046810	C2H2 and C2HC zinc finger protein
AES62614	46102254	46104366	+		MTR_1g102070	gibberellin 20-oxidase
AES62615	46105442	46105974	+		MTR_1g102080	hypothetical protein
AES62616	46106257	46106512	+		MTR_1g102090	hypothetical protein
AES62617	46114044	46114827	-		MTR_1g102100	PIF1 helicase, putative
AES62618	46128445	46133434	+		MTR_1g102130	serine carboxypeptidase-like protein
AES62619	46133869	46135303	-		MTR_1g102140	hypothetical protein
AES62621	46138351	46139335	-		MTR_1g102160	gibberellin receptor GID1, putative
AES62622	46140272	46141289	-		MTR_1g102170	gibberellin receptor GID1, putative
AES62624	46145542	46147370	-		MTR_1g102190	Pti1-like kinase
AES62625	46152576	46153287	+		MTR_1g102200	Ycf2-like protein
AES62626	46158239	46161018	+		MTR_1g102210	cytochrome P450 family protein
AES62627	46164619	46167534	+		MTR_1g102220	cytochrome P450 family protein
AES62628	46169307	46171982	-		MTR_1g102230	alpha-L-fucosidase-like protein
AES62629	46175172	46176015	-		MTR_1g102240	metal ion-binding protein, putative
AES62671	47207465	47213000	+		MTR_1g104780	sugar porter (SP) family MFS transporter
AES62673	47218747	47220042	+		MTR_1g104800	plastocyanin-like domain protein
AES62676	47222865	47230057	-		MTR_1g10_61	MTR_1g10_61
AES62675	47222865	47231891	-		MTR_1g104810	long chain acyl-CoA synthetase 7, peroxisomal protein
KEH43896	47235981	47241565	-		MTR_1g10_62	MTR_1g10_62
AES62677	47235981	47245053	-		MTR_1g104820	amino-terminal domain cyclin
AES62678	47239556	47241565	-		MTR_1g10_63	MTR_1g10_63
AES62679	47240007	47241565	-		MTR_1g10_64	MTR_1g10_64
AES62680	47247373	47247556	+		MTR_1g104830	hypothetical protein
KEH43897	47255362	47255569	+		MTR_1g104835	hypothetical protein
AES62681	47256913	47257657	+		MTR_1g104840	hypothetical protein
AES62682	47259466	47262745	-		MTR_1g104850	Serine/Threonine kinase, plant-type protein, putative
AES62683	47269883	47277966	+		MTR_1g104870	ARM repeat protein interacting WITH ABF2 protein
AES62684	47281270	47284286	+		MTR_1g104880	alpha-1,3/1,6-mannosyltransferase ALG2-like protein
KEH43898	47285501	47286694	+		MTR_1g10_67	MTR_1g10_67
AES62685	47285501	47287337	+		MTR_1g10_66	MTR_1g10_66
AES62686	47285501	47288144	+		MTR_1g10_65	MTR_1g10_65
AES62687	47285501	47288746	+		MTR_1g104890	cysteine-rich receptor-kinase-like protein
AES62689	47301034	47302009	+		MTR_1g104930	2-hydroxyisoflavanone dehydratase
KEH43899	47303938	47304895	+		MTR_1g104933	2-hydroxyisoflavanone dehydratase
KEH43900	47306892	47307231	+		MTR_1g104937	paired amphipathic helix protein
AES62690	47310961	47311330	+		MTR_1g104940	paired amphipathic helix protein
AES62691	47314413	47314665	+		MTR_1g104950	paired amphipathic helix protein
AES62692	47316047	47316581	+		MTR_1g104960	paired amphipathic helix protein
AES62693	47317935	47318355	+		MTR_1g104970	transmembrane protein, putative
AES62694	47319599	47320130	+		MTR_1g104980	paired amphipathic helix protein
AES62695	47322353	47323507	+		MTR_1g104990	hypothetical protein
AES62696	47329865	47330391	-		MTR_1g105010	paired amphipathic helix protein
AES62697	47332590	47333562	+		MTR_1g105020	2-hydroxyisoflavanone dehydratase
AES62699	47338465	47340067	+		MTR_1g105040	RAN GTPase activating protein
AES62700	47341345	47349700	-		MTR_1g105050	chromatin remodeling factor, putative
KEH44069	48533589	48537600	-		MTR_1g107235	methylthioribose kinase
KEH44068	48534759	48537600	-		MTR_1g10_95	MTR_1g10_95
KEH44070	48543362	48546920	+		MTR_1g107255	histone acetyltransferase
KEH44071	48548443	48559442	+		MTR_1g10_96	MTR_1g10_96
KEH44072	48548443	48559579	+		MTR_1g107265	galactose oxidase/kelch repeat protein
KEH44073	48584492	48585920	-		MTR_1g107285	limonoid UDP-glucosyltransferase-like protein
KEH44074	48591927	48593639	+		MTR_1g107295	cytochrome P450 family flavone synthase
KEH44075	48597159	48598250	+		MTR_1g107300	cytochrome P450 family flavone synthase
KEH44076	48601622	48602708	+		MTR_1g107305	cytochrome P450 family protein
KEH44077	48611799	48613213	-		MTR_1g107310	hypothetical protein
KEH44078	48617741	48619199	+		MTR_1g107315	limonoid UDP-glucosyltransferase-like protein
KEH44079	48619591	48620091	-		MTR_1g107320	hypothetical protein
KEH44080	48628078	48629431	-		MTR_1g107325	UDP-glucosyltransferase family protein
KEH44082	48630698	48636036	-		MTR_1g107330	triacylglycerol lipase-like protein
KEH44081	48630975	48636036	-		MTR_1g10_97	MTR_1g10_97
KEH44083	48639713	48640493	-		MTR_1g107340	limonoid UDP glucosyltransferase, putative
KEH44084	48652273	48653713	-		MTR_1g107350	limonoid UDP-glucosyltransferase-like protein
KEH44085	48654304	48654610	+		MTR_1g107355	hypothetical protein
KEH44086	48655745	48657164	-		MTR_1g107360	limonoid UDP-glucosyltransferase-like protein
KEH44087	48660729	48662238	-		MTR_1g107365	limonoid UDP-glucosyltransferase-like protein
KEH44088	48662939	48664585	+		MTR_1g107370	transmembrane protein, putative
KEH44089	48666336	48667716	-		MTR_1g107375	limonoid UDP-glucosyltransferase-like protein
KEH44090	48670006	48671452	-		MTR_1g107380	UDP-glucosyltransferase family protein
KEH44091	48675088	48679446	-		MTR_1g107385	F-box/RNI/FBD-like domain protein
KEH44237	50194397	50199986	+		MTR_1g111140	2-oxoacid dehydrogenase acyltransferase family protein
KEH44238	50201297	50202076	+		MTR_1g111150	hypothetical protein
KEH44242	50203259	50206991	-		MTR_1g111160	RAB geranylgeranyl transferase beta subunit 2
KEH44241	50204883	50206991	-		MTR_1g11_11	MTR_1g11_11
KEH44239	50205094	50206991	-		MTR_1g11_12	MTR_1g11_12
KEH44240	50205235	50206991	-		MTR_1g11_13	MTR_1g11_13
KEH44244	50212737	50219929	+		MTR_1g111180	Serine/Threonine kinase domain protein
KEH44243	50212737	50219929	+		MTR_1g11_14	MTR_1g11_14
KEH44245	50220143	50220696	+		MTR_1g111190	hypothetical protein
KEH44246	50228834	50230622	+		MTR_1g111210	regulator of Vps4 activity in the MVB pathway protein
KEH44247	50240013	50242089	+		MTR_1g111240	cytochrome P450 family cinnamate 4-hydroxylase
KEH44248	50242817	50245806	+		MTR_1g111250	aluminum activated malate transporter family protein
KEH44249	50249776	50250774	-		MTR_1g111260	hypothetical protein
KEH44250	50251305	50258533	+		MTR_1g111270	serine/threonine protein phosphatase 2A regulatory subunit A
KEH44251	50263470	50264532	-		MTR_1g111280	carboxylesterase, putative
